"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6898","TC001","chromium","2026-07-02","passed","2026-07-02","","TC001_Empadd.spec.ts","",""
